gene_id,F1_1_1,F1_2_1,F1_3_1,F5_1_1,F5_2_1,F5_3_1,anno_chr,anno_start,anno_end
dpysl3,2316,1663,2492,1687,1138,1658,chr21,42970988,43015383
thumpd1,949,941,998,791,1078,1033,chr1,58981985,58985885
thumpd3,896,460,536,419,269,587,chr6,21993613,22022636
akirin2,3200,2196,2567,2438,1511,1661,chr20,2715944,2725787
akirin1,836,665,886,449,398,415,chr16,33121217,33140580
camlg,1001,761,1157,984,621,656,chr21,45712247,45716176
stim1b,0,10,32,0,0,16,chr21,30841241,30935015
znf1001,260,194,223,138,203,117,chr3,7509318,7524363
zgc:123238,19,69,123,0,0,28,chr16,22345513,22361215
rgcc,40,41,36,39,13,34,chr9_KZ115282v1_alt|chr9_KZ114901v1_alt|chr9_KZ115757v1_alt|chr9,633111|301947|172050|17438788,644195|313031|183134|17449872
si:ch211-251f6.6,0,0,0,6,0,0,chr10,8059201,8060576
slc26a11,302,247,478,315,153,127,chr22,11499720,11520358
rcvrn3,4,0,13,8,202,0,chr19,10339538,10352576
itgbl1,22,0,81,0,0,46,chr9,31752731,31810789
igsf8,834,453,890,436,168,367,chr6,58698619,58730681
pipox,108,77,62,61,55,36,chr15,24150090,24178919
ripor1,677,635,1404,1024,630,477,chr18,22227764,22282675
ripor2,357,512,798,293,203,174,chr19,31593987,31707892
ripor3,266,104,349,905,259,138,chr6,51713294,51763503
igsf3,367,159,281,107,37,26,chr9_KZ115285v1_alt|chr9,12409|20076820,311988|20372846
dbf4,182,113,345,161,98,236,chr16,43139504,43150489
pnp4b,0,13,0,0,0,0,chr16,36807925,36834517
bud31,1850,1505,1856,1696,723,1076,chr3,40284828,40287573
gart,233,184,178,197,92,150,chr1,973067,1005061
eif3s10,10877,8609,11338,8926,4736,5180,chr13,19284003,19317570
cyp24a1,62,4,82,24,41,4,chr6,55852274,55864687
lrsam1,7,0,10,3,0,6,chr5_KZ115123v1_alt|chr5,367098|32865364,383896|32882162
uchl3,12,14,11,7,0,14,chr9|chr9_KZ114903v1_alt,21971461|340461,21976635|345634
wnt2ba,0,16,4,12,0,9,chr6,48253460,48271687
nucb2a,473,586,562,468,375,517,chr7_KZ115228v1_alt|chr7,56540|27025235,69730|27038425
nucb2b,574,158,288,315,87,177,chr18,38191395,38210089
morc3a,2800,3458,2926,2432,1303,1287,chr9,30558516,30576484
vps33a,123,62,169,109,42,55,chr5_KZ115159v1_alt|chr5,64|69622005,17106|69639047
slc43a3a,28,16,12,301,0,32,chr1,44141758,44157273
crsp7,518,950,511,477,302,176,chr2,24559475,24565237
tmsb1,475,830,1221,876,133,656,chr14,12066698,12071490
cnot8,1220,923,1154,956,480,672,chr21,36442084,36453405
cnot2,2299,1537,2611,1621,923,936,chr25,28678898,28713510
cnot1,15374,14423,17805,9315,4885,6561,chr25,17313568,17346929
cnot7,21,26,40,12,8,12,chr14_KZ115451v1_alt|chr14,343937|30413758,354772|30424856
jun,7672,6625,7861,6874,2893,2223,chr20,15552747,15554603
grk3,485,261,701,274,81,186,chr10,44057502,44198211
cavin2b,154,25,88,177,11,104,chr6,8707812,8736767
bco2b,73,153,79,69,56,198,chr15,21673456,21678634
cavin2a,134,171,147,195,58,79,chr9|chr9_KZ115290v1_alt,24223053|336406,24242590|355950
si:ch211-119o8.6,19,44,18,29,0,18,chr2_KZ115044v1_alt|chr2,331699|38985108,338898|38992307
zgc:174165,0,3,0,1,0,0,chr22,25140922,25275909
trib3,311,369,422,645,111,335,chr11,24058530,24063196
znrd1,25,0,24,45,0,0,chr19,27334527,27339844
tspan13a,0,0,0,0,0,0,chr15,34592215,34599772
bco2l,244,358,43,260,0,162,chr5,26121408,26130524
asl,456,475,497,449,197,330,chr21,31253180,31274479
olfml2a,80,4,24,20,0,16,chr8,41281801,41342918
ccdc137,74,85,72,49,143,10,chr3_KZ115058v1_alt|chr3,70707|12893157,81159|12903609
ccdc130,464,540,326,625,296,371,chr22,26239425,26251563
slc38a8a,0,0,0,0,0,0,chr18_KZ115561v1_alt,131532,150189
rassf4a,134,56,126,89,95,58,chr13,30664819,30700460
mxra8b,40,32,64,56,0,25,chr23,29889098,29906162
rftn2,431,234,866,507,259,353,chr9,32312920,32343612
s100a10a,0,0,0,16,0,0,chr19,8606883,8608273
mcmbp,386,362,476,539,248,274,chr13,25535043,25548882
prickle2a,511,487,991,237,301,184,chr8,54081821,54103812
vapal,4535,4344,4823,3661,2757,2905,chr2,58377654,58427893
grasp,181,110,191,154,12,86,chr23,32199588,32235999
si:dkey-33c12.4,6,10,6,7,0,2,chr13|chr13_KZ115402v1_alt,9340641|504650,9367501|531510
rnf32,173,352,388,90,105,64,chr7_KZ115252v1_alt,197947,218122
fgfr1b,10,25,66,51,9,7,chr10,42589707,42661445
si:dkey-33c12.3,10127,7446,6258,8963,4643,7474,chr13|chr13_KZ115402v1_alt,9313777|477786,9318891|482900
epdr1,1414,1220,1437,905,350,528,chr2,31834032,31836902
serpina1,0,0,0,0,0,0,chr20,10544117,10547182
ldb1b,507,202,2738,288,24,198,chr11,44953250,44999951
dysf,70,201,116,175,20,40,chr7,25561102,25694063
serpina7,0,0,0,0,0,0,chr5,28830399,28832951
cbl,460,248,640,272,20,118,chr15,23208100,23265398
zgc:171489,99,4,44,34,55,14,chr3,58455428,58468835
ntn1a,147,243,73,128,197,158,chr6,19804048,19926785
niban1a,0,0,10,0,11,0,chr20,34400761,34417829
gmnn,102,40,118,8,0,0,chr19_KZ115589v1_alt,538701,543908
adsl,6,14,12,2,5,9,chr3|chr3_KZ114851v1_alt,24207243|36189,24218627|47573
tbc1d32,273,218,327,157,99,129,chr20,40769265,40840865
stk19,123,97,290,229,129,67,chr3,56601826,56617097
zp2.6,0,0,22,26,12,44,chr20,54304800,54306650
eef2a.2,4,16,64,21,36,36,chr22,20145036,20155026
stk10,92,68,119,464,18,38,chr21,42785514,42867660
s100z,406,254,466,361,101,97,chr21,7863243,7882905
stk16,194,81,199,104,115,49,chr1,5422437,5434260
si:ch211-15p9.2,4,0,0,0,0,13,chr11,24345697,24347644
zgc:165519,0,0,0,0,0,0,chr8,3389170,3413148
wif1,240,68,99,85,96,80,chr4,12931779,12956718
casq1a,12,0,0,12,0,0,chr2|chr2_KZ115043v1_alt,38039857|82723,38054482|97348
adh8a,28,49,0,120,0,41,chr13_KZ115407v1_alt|chr13,93040|12653974,99430|12660364
eno1b,1290,1008,1494,1245,1079,1013,chr6,40661788,40669408
myo5b,180,330,428,162,84,104,chr21,22448995,22547496
syne2a,1017,204,161,871,112,19,chr20,21638980,21806059
eno1a,7659,7764,7475,5167,4915,4702,chr23|chr23_KZ115683v1_alt,22656545|281899,22677836|303190
ctcf,4899,4598,3646,2108,2154,3174,chr18_KZ115562v1_alt,138694,146048
pimr132,0,0,0,0,0,0,chr20,43490825,43495609
csde1,6838,5540,9454,6178,1793,2944,chr8,22521730,22542545
raver1,144,95,115,191,65,32,chr3,46559653,46587007
ssna1,168,269,176,188,66,92,chr5,54545437,54554583
huwe1,3247,3648,3690,3345,1693,784,chr23|chr23_KZ115692v1_alt,28491226|451507,28568980|529261
atp6ap2,8078,7079,8402,6692,2530,4921,chr22,11123487,11136748
iqcc,58,294,326,136,72,150,chr13,33298396,33300914
ssr1,3244,2227,3098,2284,2061,1601,chr24,42080255,42090640
ssr2,1879,1315,1590,1356,582,1058,chr19,11231084,11238721
ssr3,6,15,12,2,8,6,chr18|chr18_KZ115573v1_alt,34542526|137868,34549663|145037
iqcg,186,133,147,167,44,88,chr18,27843840,27897217
pbx1a,1193,1564,1854,1556,1339,1039,chr2,18703085,18830783
fkbp1ab,15,34,28,0,0,0,chr23_KZ114985v1_alt,126177,130081
iqck,19,63,36,27,17,27,chr3|chr3_KZ115081v1_alt,62353650|179261,62360639|186250
ace2,4,0,0,5,0,8,chr11,29981678,29996344
lmbrd1,895,634,662,561,277,363,chr13,38621517,38792061
iqch,12,16,32,62,14,45,chr18,19820009,19879981
carmil3,1520,1166,1253,929,875,468,chr2,38742338,38890677
itpkcb,51,30,59,99,28,20,chr18,35429333,35460496
nadk2,52,39,56,61,12,48,chr21_KZ114974v1_alt|chr21,469926|22330005,486644|22346723
pon3.2,0,0,0,0,0,0,chr16,24656956,24661529
fam162a,2555,1892,2515,2367,1300,1526,chr24,20927202,20934664
pon3.1,21,0,0,0,0,0,chr16,24662253,24668641
sox21a,28,46,66,52,62,18,chr6|chr6_KZ115162v1_alt,7414273|199107,7415342|200176
ctc1,3679,3676,4754,1877,2256,1284,chr23,44970024,45022762
hyal1,93,56,174,58,0,0,chr6,54060854,54078593
sox21b,367,369,332,337,181,300,chr9,53276356,53277700
hyal6,97,116,121,30,0,0,chr25_KZ115744v1_alt,36879,62915
rfng,223,126,120,30,60,41,chr12,3058989,3077395
mafaa,89,128,86,130,40,65,chr6,32699367,32703518
srrd,247,452,359,251,135,206,chr8,4435923,4444568
cldnj,0,0,4,18,0,0,chr15,2631211,2632891
si:ch73-185c24.2,0,0,0,0,0,0,chr6,34028532,34036443
hmmr,62,85,118,24,8,28,chr14,28545195,28562971
uckl1a,89,170,96,93,221,56,chr8,23009662,23028536
grk1a,0,13,36,24,0,0,chr1,245137,256233
grk1b,0,0,0,12,0,5,chr5,54161371,54197184
mmp14a,116,32,187,277,20,76,chr7,24124298,24149631
nabp1a,115,94,172,67,52,63,chr9|chr9_KZ115290v1_alt,24214766|328116,24218052|331406
s1pr1,373,284,377,344,183,128,chr22_KZ115636v1_alt|chr22_KZ114975v1_alt|chr22,346170|137869|16038488,349925|141624|16042243
mmp14b,52,17,8,92,0,8,chr2_KZ115043v1_alt,206698,227474
ica1,670,665,1269,565,256,440,chr16,47207251,47232791
s1pr4,0,0,4,20,0,0,chr22,5320690,5323484
tmem121ab,10,32,28,24,6,14,chr20,50238453,50239406
cbx4,174,84,211,79,85,46,chr3,18556098,18562964
aldh16a1,1127,831,1272,791,657,368,chr3,32080403,32098535
trip11,2742,2594,2966,1810,700,1153,chr13,33174218,33207809
rab13,20,36,40,43,20,68,chr16,23799745,23809610
trip13,0,0,36,12,0,16,chr16,52966897,52991487
rab15,1001,795,1251,722,297,426,chr20,28782909,28800999
rab14,2250,1612,2079,1587,1058,1022,chr5,63390322,63399894
tor4ab,0,0,0,0,0,0,chr5_KZ115103v1_alt|chr5_KZ114860v1_alt,49011|223260,75276|249541
si:ch73-7i4.1,288,0,0,20,0,17,chr9,28598388,28606713
kif1b,8547,5604,9638,4509,1755,2575,chr23,29396182,29505463
prok2,0,0,0,0,0,0,chr6,43918963,43922599
atp13a1,2186,2202,2269,2165,1721,1550,chr3,52899801,52952026
lsm5,137,130,68,40,125,71,chr12,13331526,13337031
lsm6,1387,1138,1743,1034,823,884,chr1,36194729,36204004
atp13a2,872,741,498,296,459,151,chr23,24511417,24542933
oc90,14,25,11,12,24,10,chr2_KZ115048v1_alt|chr2,100926|42942553,118741|42960352
zgc:101851,304,157,283,410,111,155,chr9,900395,904227
kctd9b,368,204,442,239,104,270,chr10,42542573,42555818
inip,302,286,273,281,40,148,chr10,11319971,11323134
phf5a,598,300,0,0,373,0,chr12_KZ114926v1_alt,363845,367715
ehd1b,51,26,37,56,6,52,chr10_KZ114914v1_alt|chr10|chr10_KZ115324v1_alt,93806|27068393|291522,118447|27093034|316163
ehd1a,314,176,391,361,119,128,chr14,45434680,45464281
tubb5,3866,1833,3051,4047,1088,3017,chr16,10318932,10327611
zgc:173714,17,0,0,20,8,32,chr4,63083246,63090308
si:dkey-56d12.4,189,0,249,112,0,117,chr3,15442152,15444505
lrrc6,49,52,281,150,142,282,chr2,43098240,43123949
glb1l,255,363,190,428,152,237,chr9,12847154,12866694
glipr2l,625,296,515,587,225,386,chr16,27615037,27622182
lrrc3,32,5,38,48,0,0,chr9,42157578,42164744
rbm12,448,300,545,392,79,148,chr11,26379882,26382809
fah,61,135,691,263,208,21,chr7,10589047,10633602
rbm17,1581,1370,1481,1335,517,810,chr4,25497233,25515591
nkx6.3,7,0,0,2,0,0,chr8,38415374,38418048
atp6v1e1a,526,120,349,483,60,208,chr25,16601839,16613912
rbm19,737,688,1006,716,677,712,chr6,45844191,45869171
rbm18,96,98,97,122,90,84,chr10_KZ115307v1_alt|chr10,133806|9346383,158367|9370944
atp5mc3b,9211,7655,7678,6904,5991,4587,chr6,10830846,10835789
atp5mc3a,11025,10343,10629,9345,6845,8914,chr9,2333895,2341125
si:ch211-229n2.7,0,0,0,0,0,0,chr8,14085894,14091886
si:ch211-229n2.6,0,0,0,0,0,0,chr8,14096167,14104317
tfb2m,1611,1618,2039,940,1081,974,chr17,12058468,12073356
tmem120b,52,39,28,4,0,14,chr10,41945890,41959934
tmem120a,24,5,18,36,37,72,chr10,35265125,35275350
psma2,2137,1738,1913,1764,789,1081,chr16,43336571,43344870
psma3,4990,4519,4836,4112,3116,3048,chr17,11421712,11439788
psma1,6128,5803,6039,5326,5274,3948,chr25,37485009,37489968
kif11,112,14,135,36,0,9,chr17,19481138,19497006
psma4,2954,3011,3331,3057,2341,1899,chr25,6211685,6223567
psma5,0,6,12,10,0,13,chr11_KZ115362v1_alt|chr11,295396|36342999,303330|36350933
pcdh19,1655,2439,2832,2451,1028,1045,chr14,40303158,40390710
psma8,3906,3850,4222,3401,2025,2141,chr20,18306122,18313835
gdf6b,9,4,12,0,0,0,chr19,22999269,23002708
dnm2a,2703,2358,3728,1207,419,360,chr3,47130912,47205729
dnm2b,100,120,295,289,41,42,chr1,58853360,58880378
hibadhb,1173,1031,1458,1163,499,589,chr16,20871024,20889313
papss1,422,323,385,207,48,126,chr1,50486251,50528007
toe1,551,485,555,250,398,475,chr2,27379861,27385937
tek,2399,2603,4628,6383,3630,5740,chr5,480091,496783
trmu,140,80,180,113,29,50,chr4,28338651,28353538
asf1ba,88,48,82,80,0,33,chr3,49504918,49514874
gng12a,66,20,49,71,0,48,chr2,10287133,10338813
zgc:103670,994,786,1537,830,565,465,chr8,12925385,12948931
tec,68,32,71,60,13,0,chr23,44110721,44147672
evla,949,1137,1205,958,637,668,chr17,30900495,30976007
evlb,7394,6340,7762,4772,3572,3386,chr20,54436383,54480405
oxgr1a.2,0,0,0,0,0,0,chr1,2074513,2075529
oxgr1a.3,0,0,0,0,0,0,chr1,2060430,2061419
oxgr1a.1,4,0,0,0,0,0,chr1,2048050,2051599
bnip4,95,97,54,50,21,16,chr17,20231817,20236284
rac3b,2324,1426,1672,1570,753,1036,chr12,3022872,3042029
tes,142,171,237,168,44,48,chr25,18475029,18496410
pard3ab,700,1259,570,848,629,691,chr2,43205021,43329698
trmo,96,84,80,196,110,114,chr1,26670864,26676389
pgk1,11888,9672,11285,8361,4978,5575,chr21,37446248,37462152
mstnb,1465,1226,1540,1260,439,771,chr9,40939336,40943137
mstna,62,33,99,85,0,95,chr22,12790758,12795470
clybl,4192,4541,4334,2284,2688,1909,chr9,31167711,31259147
msh2,83,274,209,483,205,346,chr12|chr12_KZ115381v1_alt,24906108|243375,24928497|265764
kcnj8,8,0,6,12,0,12,chr4,14717502,14719854
msh6,900,500,617,1239,368,710,chr13,48358471,48381048
twf2b,78,108,137,16,0,84,chr11,17966123,17981421
atg16l1,308,76,326,126,25,45,chr15,45591667,45616331
arhgap4a,495,522,740,717,119,318,chr23,24989387,25015393
capn1b,12,48,7,19,30,10,chr22_KZ115649v1_alt|chr22,253517|26299016,278394|26323893
capn1a,2112,2172,2649,1354,865,1004,chr13,42681392,42724629
ubp1,479,330,538,303,292,172,chr19,42806814,42837356
kansl3,5108,2211,4405,2419,916,1268,chr8,51308333,51340745
asb3,426,1929,506,530,1094,442,chr12,24060982,24077141
asb1,20,24,18,16,0,0,chr9,45680802,45697639
asb6,139,68,749,77,76,35,chr8,6903328,6918721
asb7,44,4,130,48,0,7,chr7,9844701,9873634
epc1b,3811,3316,4414,3408,1041,1666,chr2,43586390,43605608
tuba1c,76107,64388,74645,52118,40438,49939,chr23,35690657,35694171
tuba1b,7033,2305,5556,7289,3130,3415,chr23,35713557,35716521
asb8,1310,794,1167,579,549,697,chr23,27497957,27505898
nenf,17,0,7,24,0,11,chr17,45395846,45402960
ccdc36,8,0,0,0,0,0,chr6,40714811,40717870
cldna,24,9,34,102,0,28,chr15,2655658,2657508
jam3b,24,9,0,33,0,12,chr21,24984965,25043903
mmd2a,26,20,0,0,16,12,chr3,40841984,40870521
mindy1,5948,5169,4387,3233,3633,1409,chr19,7453996,7478596
mindy3,2202,1938,4103,3241,1039,3020,chr16,28270112,28371330
mindy2,572,603,647,343,247,294,chr7,30493370,30538436
gatad1,397,166,454,234,62,138,chr19,43969390,43976439
ankra2,145,106,122,104,153,70,chr5_KZ115127v1_alt|chr5,293732|34982318,298687|34987273
fezf1,160,92,125,114,71,60,chr25,28272908,28276091
degs1,1738,1419,1890,1499,806,914,chr13,502297,514843
cyp2k17,0,0,0,0,0,0,chr3,12755633,12763119
cyp2k16,0,8,0,2,0,44,chr3,12764894,12780758
cyp2k19,0,9,56,50,0,28,chr3,12732445,12738613
camk4,6885,4938,8359,4700,2259,2590,chr5,55763277,55848359
chn1,4872,3336,5623,3647,1810,3626,chr9,2393397,2484043
adss2,310,242,603,156,4,149,chr13,11489956,11536892
umad1,40,0,28,20,0,0,chr19,25435150,25464291
ngfrb,9,0,15,10,0,17,chr12|chr12_KZ115369v1_alt,9950392|174142,10038870|262676
calr,5056,6095,5550,3600,3081,3276,chr8,16581770,16592554
foxf2a,48,4,48,86,56,30,chr2,713705,716426
LOC100301575,0,0,0,0,0,0,chr22,25704413,25705662
hacl1,135,147,182,139,108,62,chr16,20167845,20194379
rpl27a,2012,3389,2848,4574,1578,2330,chr25,37477551,37478585
nek2,40,97,66,66,52,72,chr20,13883165,13893910
cep57l1,415,615,937,692,419,372,chr20,32141566,32149001
zgc:171435,259,137,311,166,147,274,chr22,2198221,2445327
fhit,354,421,538,423,231,167,chr6,54078703,54080051
dnmt3ba,206,145,497,200,53,100,chr8,23356264,23381199
pmchl,25634,3189,6678,91,7256,2660,chr5,54685175,54685710
primpol,60,125,0,44,12,26,chr1_KZ115015v1_alt,155956,165443
zgc:158803,2507,2020,2849,1897,956,1651,chr1,55169130,55183088
fbln1,9,0,7,29,29,12,chr25,1732838,1808080
fbln5,72,48,66,48,0,48,chr13,33155428,33170728
zgc:163061,0,0,0,0,0,0,chr7,73847692,73848458
smpdl3b,20,39,29,15,22,11,chr16,4710620,4721744
zgc:136439,95,160,139,103,164,98,chr9,41080092,41083181
si:dkey-266f7.9,0,0,0,0,0,8,chr19,8086491,8096984
ralbp1,2984,3236,2678,2460,1912,1929,chr2,52810736,52841561
zgc:101744,271,225,162,368,0,63,chr2,37089363,37098782
hbae1.1,0,0,0,0,0,0,chr3,55120372,55121066
hbae1.2,0,3,0,0,0,0,chr3,55127261,55128251
hbae1.3,0,4,0,0,0,0,chr3,55138413,55139127
cd164,210,129,256,110,0,112,chr20,32118586,32137060
si:dkey-266f7.4,0,0,0,0,0,0,chr19,7930004,7931923
si:dkey-266f7.5,0,0,0,0,0,0,chr19,7938121,7950714
eno3,1299,785,1428,2214,1146,852,chr23,44611857,44623771
pcdh17,2296,1716,2595,1719,485,943,chr11,32577554,32722361
iqca1,806,506,520,675,721,774,chr6,15762647,15892607
abcb4,808,614,1152,1393,419,961,chr16,28628739,28658341
tmem184a,104,276,207,251,0,163,chr3,42923343,42957608
abcb9,752,1140,1520,585,503,557,chr5_KZ114861v1_alt|chr5,257774|28018246,269086|28029558
il17rd,323,223,235,175,67,133,chr11,42641469,42719359
or109-11,0,0,0,0,0,0,chr10_KZ114917v1_alt,74542,75540
LOC100005356,3,0,0,0,0,0,chr12,46386983,46447832
jdp2b,207,268,314,884,201,77,chr20,46586687,46594675
si:dkey-57a22.11,5,4,0,8,0,0,chr9|chr9_KZ114903v1_alt,21977383|346382,21983659|352658
sgk3,411,368,231,247,172,142,chr24,23758510,23784633
cldne,0,0,0,0,0,4,chr15,2638885,2640821
sgk1,1770,2319,497,408,525,311,chr23|chr23_KZ115697v1_alt,31640240|31776,31645762|37610
clec19a,35,64,28,4,0,0,chr3,31177972,31188131
rpl11,21752,16787,22839,27632,20582,15566,chr19,43780973,43786942
si:ch211-163l21.7,95,72,197,147,75,125,chr8_KZ115261v1_alt|chr8,40756|23781028,43361|23783633
gucy1a1,548,812,454,335,264,276,chr1_KZ115021v1_alt|chr1,388485|25783796,403794|25799051
ambra1a,356,294,335,184,17,107,chr7,39255781,39360325
cd226,372,244,191,216,148,120,chr24,15114214,15131833
vapa,741,417,860,445,208,290,chr24,42073893,42132869
thoc3,647,478,664,454,407,327,chr14,25505474,25510955
thoc2,7611,8647,8871,6055,4825,5747,chr14,12391871,12486627
thoc1,2121,2891,3284,2314,3405,1652,chr2,2772540,2790563
thoc7,293,393,375,202,233,219,chr11,19603256,19611355
thoc6,87,310,0,184,42,132,chr3_KZ115072v1_alt,139353,146464
thoc5,1460,1413,1584,1669,1180,895,chr25,3759740,3785563
si:dkey-72l14.4,899,658,1013,480,469,451,chr8,25959964,25971552
si:dkey-72l14.3,0,48,8,16,0,17,chr8,25973151,25980694
fibcd1,37,22,35,13,0,5,chr5,34066591,34185115
ppp1r8a,105,18,117,48,17,16,chr19,15522020,15532515
trmt61a,141,149,181,60,12,20,chr13,15702069,15726304
rarres3,24,0,0,29,0,0,chr14,45559281,45564930
cbx8a,744,496,819,410,226,245,chr3,18567560,18571115
plch2a,5354,5421,9427,3622,2406,2946,chr8,47342586,47622532
prom2,0,0,0,6,10,0,chr13,28747934,28773153
tcf3b,1306,1258,1713,974,263,463,chr22_KZ115640v1_alt|chr22,376637|20313308,405496|20342167
tcf3a,111,49,130,76,28,31,chr2,57310594,57378748
tgfbr1b,93,90,107,45,12,47,chr24,119680,150447
sntb1,448,163,214,162,0,68,chr16,15164765,15263044
kiaa0040,40,15,80,61,24,42,chr2,35488409,35497867
avd,0,0,0,8,0,0,chr10|chr10_KZ115318v1_alt,21359103|221890,21362071|224858
arl8bb,87,8,26,22,8,18,chr11,35744919,35756506
si:ch211-235o23.1,262,163,252,139,0,47,chr2,42212948,42224703
LOC100330746,14091,11168,14300,10860,6818,8554,chr20,29471807,29474947
nf2b,130,24,196,124,0,71,chr21,25801345,25816390
nucb1,1282,782,1420,1221,489,620,chr3,30140591,30153236
kcnj13,0,0,170,0,0,4,chr15,40220678,40227156
nkx2.1,261,147,157,145,161,135,chr17,38262443,38264625
socs4,25,0,56,0,21,0,chr17,15197271,15198413
socs7,627,354,397,384,161,224,chr11_KZ115340v1_alt|chr11|chr11_KZ114920v1_alt,119803|12011180|119803,161739|12051805|160428
ebag9,1127,795,1034,864,578,644,chr16,39185110,39195260
tgfbr1a,8,32,44,0,19,12,chr2,23855583,23931538
ugt5e1,227,357,191,234,168,71,chr8,14058646,14060244
nr1h5,37,27,45,20,36,9,chr8,10903325,10932206
socs2,11,0,20,32,17,4,chr4,18432853,18434924
samd13,691,690,768,463,263,547,chr11,8152875,8157490
socs9,56,7,94,26,13,12,chr15,47605529,47607480
zgc:153733,0,11,2,9,0,2,chr3_KZ114852v1_alt,185841,192433
npas1,289,520,404,541,391,498,chr15,8425672,8517376
nhej1,542,660,616,380,162,340,chr6,7085895,7107863
ncbp3,2597,2331,3471,1935,1422,1014,chr21,30996180,31013809
btbd10a,2157,1463,2602,1653,693,1595,chr25,17862338,17892830
slc30a1a,556,561,442,451,87,185,chr20,13894139,13913791
lmx1ba,66,51,39,21,29,13,chr5,5032833,5147336
lmx1bb,158,72,89,93,56,24,chr8,33260675,33381913
slc30a1b,19,77,55,44,16,16,chr17,37215817,37221044
bdh2,111,25,80,138,92,96,chr1,43714151,43727555
tyw1,754,1130,1267,1014,961,788,chr15,16739163,16872600
bdh1,558,239,637,338,123,227,chr24,3328354,3336393
tbrg1,292,79,297,191,59,39,chr18,35229115,35251379
ensaa,345,176,389,259,62,105,chr19,342131,344125
pon1,13,63,43,30,0,10,chr16,24646600,24656265
pon2,0,0,44,6,61,12,chr16,24669883,24672900
fabp1a,0,0,0,0,0,0,chr5,72108277,72111670
mre11a,373,336,572,327,173,220,chr15,2857561,2887498
numb,1220,776,1090,331,147,113,chr17,51825362,51893123
zgc:153738,203,275,261,308,234,140,chr8,18450055,18460791
selenow1,4586,3448,4779,3239,2167,2012,chr5,61998603,62005162
rif1,1385,2001,2261,2147,566,1990,chr9_KZ114904v1_alt,314783,333462
serpinb1l1,60,37,38,171,98,23,chr16,51266576,51272007
igfbp7,762,989,417,630,241,130,chr14,52369301,52380367
gpt2l,629,794,708,691,602,733,chr2,3533121,3569958
erc1a,309,216,427,135,73,53,chr25_KZ114995v1_alt|chr25,270962|21180770,336751|21246585
dlg1l,1267,1013,1248,721,333,364,chr2,4903514,5014629
slc30a10,150,143,174,39,89,53,chr13,51966572,51973562
nr4a1,94,58,352,611,149,74,chr23,32151333,32157843
zgc:158564,3983,3196,5212,4349,1384,2434,chr7,39664009,39678530
etfbkmt,260,299,666,34,101,160,chr25_KZ115745v1_alt,101817,119912
chac2,218,92,265,169,56,84,chr12,24056011,24060358
hnf1bb,0,0,0,0,32,0,chr21,38817921,38840269
irx4a,36,9,8,36,20,24,chr16,378766,383664
snx17,520,533,789,632,142,291,chr20,19436434,19511016
snx16,2613,1316,2629,1046,928,1174,chr24,42115501,42121813
gpr34l,0,0,4,9,0,0,chr21,37744536,37745651
snx14,5052,6053,5816,3503,2701,2937,chr20,851583,894374
snx12,1053,800,1288,1070,372,539,chr21,30470862,30487112
snx11,190,189,310,262,36,91,chr12,20605191,20616095
gbgt1l3,0,0,0,0,0,0,chr5,23849647,23855447
mycbp,1094,1012,996,863,865,640,chr17,53438796,53440212
gpr34a,6,3,12,0,9,16,chrUn_KN150481v1,431,1008
golt1ba,146,124,157,153,142,145,chr4,16787040,16792198
si:ch211-202p1.5,0,0,4,0,0,0,chr20,37476176,37490612
znfl1,14,0,26,0,0,0,chr3,34653623,34655008
renbp,85,64,110,96,8,75,chr8,37030974,37043900
slc25a55b,28,0,0,16,20,23,chr23,409578,419441
slc25a55a,1077,1532,1957,3331,467,1117,chr6|chr6_KZ115205v1_alt,49095646|197006,49107046|206449
zgc:174624,71,124,15,24,0,22,chr3_KZ115081v1_alt,95223,101534
tnksb,156,205,181,133,65,99,chr5_KZ114859v1_alt|chr5,55613|8964941,118368|9027696
zgc:174623,0,0,0,0,0,0,chr3,7545733,7550239
wasla,1224,976,1106,677,132,338,chr25|chr25_KZ115744v1_alt,27744293|163415,27812809|228035
fam133b,5692,6666,5305,5828,5188,6055,chr19,40337561,40347943
nitr3d,0,0,0,0,0,0,chr7,17421246,17425767
upf1,2594,2817,5094,2858,1001,986,chr2,56169442,56233405
ydjc,69,110,160,41,0,25,chr5,13326765,13335624
dmap1,1459,1722,1817,1303,817,752,chr8,18356375,18367736
cbln11,0,0,0,0,0,0,chr7,4291713,4296700
myl12.2,1875,1647,2048,1538,678,1359,chr2,30910131,30912932
fbxl15,616,381,508,494,204,268,chr12,45661811,45668967
myl12.1,5191,3710,4966,4182,2025,2205,chr7,71764701,71772711
efhd2,1902,1476,1730,1240,704,1391,chr8,25818623,25846188
ppp1r14bb,1350,957,1545,1140,246,616,chr7,60359411,60396578
cbln13,22,0,8,9,27,0,chr2,37875796,37878399
tm7sf2,131,769,648,63,161,409,chr10|chr10_KZ115324v1_alt,26972864|197814,26978376|203293
cacnb2b,79,133,129,69,49,84,chr2,31462762,31507885
dynlt1,496,57,252,122,273,147,chr4,387143,390431
cacnb2a,584,388,1068,402,105,291,chr7,71794155,71829647
parp2,5,8,14,0,234,10,chr2_KZ115042v1_alt|chr2,19272|37837249,28872|37846849
zgc:113295,103,73,107,48,28,96,chr3,61538080,61543750
