"gene_id","F1_1_1","F1_2_1","F1_3_1","F4_2_1","F4_3","F4_6_1","F5_1_1","F5_2_1","F5_3_1","M1_1","M1_4_1","M1_7","M4_12","M4_6_1","M4_9","anno_chr","anno_start","anno_end"
"cfp",65,92,110,64,94,37,112,12,60,132,213,153,208,85,45,"chr8","23672254","23684659"
"zgc:174315",16,21,8,0,0,52,8,0,5,21,11,0,0,0,0,"chr4","28951558","28958576"
"trim101",0,17,7,71,8,33,77,0,12,23,65,0,0,0,0,"chr23","17454691","17470113"
"tmem106c",772,937,956,629,921,769,627,313,584,2903,2736,1954,939,317,674,"chr3","1323730","1339228"
"zgc:77739",43,19,22,54,8,0,66,0,40,20,0,16,124,0,36,"chr1|chr1_KZ115001v1_alt","12394504|52201","12397886|55583"
"tmem106a",5,14,14,0,2,17,2,25,14,14,4,5,0,0,33,"chr12|chr12_KZ115384v1_alt","27231209|135325","27237032|141148"
"large1",138,25,229,46,116,24,88,0,22,676,637,632,196,80,0,"chr4","75013307","75047192"
"saxo2",45,21,8,84,37,0,0,19,5,36,50,25,0,33,96,"chr7","12371073","12380200"
"trim108",4,0,4,12,8,0,0,0,4,8,0,0,0,0,0,"chr16_KZ115497v1_alt","182432","187595"
"large2",473,318,742,430,701,1086,262,31,166,1891,1778,1532,1199,424,1630,"chr18","45200255","45260122"
"zp3b",179,426,500,515,461,511,860,343,319,179,467,361,498,588,363,"chr2","6253291","6258794"
"znf1024",122,589,68,42,602,682,233,362,123,132,316,144,6,463,977,"chr3|chr3_KZ115081v1_alt","62204460|22806","62211275|29662"
"spice1",706,210,251,348,284,494,358,28,200,1120,920,1131,1235,568,950,"chr24","21330751","21343982"
"ralaa",1942,2188,2083,3611,3249,3922,1633,992,1693,2870,3607,3120,1556,2598,3992,"chr24","1014999","1023146"
"tasp1",81,34,109,26,57,263,88,14,44,316,344,333,132,21,161,"chr13","34690158","34745753"
"ankrd10b",5101,6610,7793,14479,10335,14208,5126,3003,3498,7042,8566,7849,8661,10578,9213,"chr9","8929764","8967928"
"abca4a",0,0,16,8,0,0,18,0,18,0,8,29,0,0,0,"chr24","28561038","28575398"
"cxcl20",0,0,13,0,8,0,55,0,13,28,0,0,0,0,0,"chr5","42896980","42904165"
"ldlrap1a",154,141,149,567,168,150,141,94,82,318,543,303,143,63,345,"chr19","29337826","29363780"
"faah2b",0,0,0,0,0,52,0,0,0,0,2,0,0,0,0,"chr7|chr7_KZ115226v1_alt","24508129|152036","24520834|164741"
"znf865",5506,5288,6900,7828,5944,9019,4784,1645,3064,11568,10899,8983,6572,4327,6897,"chr19","10201170","10207103"
"znf711",295,388,551,257,330,208,202,107,129,1378,721,779,836,249,675,"chr14","11975408","12020718"
"tmem51a",4,28,98,90,73,54,24,0,0,98,67,39,48,8,28,"chr8_KZ115263v1_alt","317393","326664"
"mapk15",122,93,146,234,272,78,77,50,39,95,146,48,184,44,67,"chr19","46240171","46257880"
"jac10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr7","8379840","8381432"
"mapk11",4998,6933,6902,8652,7587,8466,6534,3343,3814,8130,6126,5437,3440,3346,4066,"chr4","5506959","5522437"
"zgc:77650",26,34,47,42,17,97,35,0,50,9,239,181,41,4,22,"chr18|chr18_KZ114958v1_alt","7554071|2261","7563060|11250"
"igfn1.1",36,77,70,72,84,48,54,45,9,76,91,62,0,166,54,"chr6","46878889","46941241"
"mydgf",43,26,97,28,172,250,40,84,28,48,81,22,56,66,86,"chr22","5135193","5145467"
"smx5",52,75,30,56,313,95,9,9,34,26,99,206,0,89,67,"chr6_KZ114880v1_alt|chr6","168095|28205600","170874|28208379"
"lrp5",29,54,37,147,40,196,54,34,20,147,333,224,341,171,45,"chr25","10646911","10724947"
"kri1",1945,2801,6721,3304,4609,8900,2059,2743,1751,2609,2224,1977,4321,4853,4278,"chr3","19336501","19355201"
"metrn",69,10,71,88,159,193,175,14,48,250,231,238,660,27,461,"chr24","37941614","37955994"
"fam166b",134,134,90,90,104,262,149,24,59,22,130,61,408,63,103,"chr10","17077435","17083180"
"nphs1",223,119,109,293,167,543,78,44,62,246,289,314,363,69,428,"chr15","36556503","36727462"
"zar1l",5,0,6,0,8,0,4,23,16,10,8,5,0,0,0,"chr10_KZ115330v1_alt|chr10","423207|34000175","425219|34002192"
"ciao1",997,1031,1137,1258,1903,2223,874,391,573,1678,2549,1632,1265,963,2099,"chr8","4779744","4788985"
"tmem88b",16,0,16,0,20,24,0,0,4,12,29,16,0,28,0,"chr7","21787488","21806449"
"tmem88a",0,24,17,16,66,70,36,0,2,13,51,33,0,0,76,"chr10","22772147","22779654"
"spire1a",2863,4136,4695,5322,5460,9043,2507,1853,1491,5712,6977,4879,8278,5860,6339,"chr19","32979331","33072157"
"and2",79,43,92,387,302,261,119,147,4,114,116,48,96,115,115,"chr2","31763202","31767652"
"six1b",8,5,8,0,0,12,37,33,0,0,47,33,0,0,0,"chr20","20499923","20501818"
"kif3cb",6424,5408,7888,11619,8828,13469,4462,2412,3433,11203,6152,7906,8756,9078,9371,"chr17","37204230","37214196"
"serpine2",661,509,435,1348,731,745,781,189,222,1891,1884,1922,1008,588,1852,"chr15","43241915","43283959"
"six1a",21,0,24,0,84,0,104,52,24,29,52,52,69,120,80,"chr13","31619961","31622195"
"dnajb1b",118,62,87,65,99,68,519,68,32,205,302,123,0,261,260,"chr1","55745878","55749997"
"pdgfra",48,44,125,64,169,468,134,24,13,212,305,174,0,0,251,"chr20","22436376","22464244"
"sept9b",288,188,502,57,52,170,287,14,139,879,287,571,190,87,162,"chr6","18937386","19035760"
"slc17a9b",18,2,39,17,28,28,33,12,26,156,232,82,0,0,53,"chr23","17522949","17549145"
"pdzrn3b",246,175,240,764,317,521,104,88,102,836,546,654,540,127,627,"chr6","44245372","44401982"
"pdgfrl",26,56,72,82,224,128,119,52,36,137,383,137,0,116,198,"chr14","30359131","30366219"
"pxk",516,503,561,518,699,690,505,110,386,2002,1314,1177,367,446,564,"chr22","10166407","10199014"
"zgc:113452",64,48,124,194,180,109,76,71,52,204,170,74,0,0,172,"chr2","314249","316737"
"rhot2",184,68,280,113,157,244,110,0,41,913,612,652,409,151,272,"chr24","37533728","37559128"
"ggps1",1601,1152,1903,236,1738,1338,1166,642,742,3581,3582,2555,303,48,2154,"chr13","49727333","49769372"
"rbx1",5781,4781,5215,8587,8152,10070,3979,2633,3200,8113,8526,8993,6964,5973,8402,"chr3","25101960","25107802"
"ap3d1",92,113,75,135,133,368,85,100,70,154,177,183,261,136,199,"chr22_KZ115643v1_alt|chr22","13516|22172272","72964|22231720"
"cfl2",44,60,39,171,21,104,50,0,39,119,169,78,108,40,75,"chr17","10007071","10025234"
"stk25b",7792,6308,7224,23662,14409,20477,4934,4493,4356,11666,13911,13284,14432,14756,22955,"chr2","22617676","22636660"
"stk25a",3469,2484,2571,7257,5429,5831,1616,2046,1885,4309,6032,6064,4622,2125,3796,"chr6","27041596","27057702"
"vstm2l",104,86,75,91,154,5,38,36,20,264,275,215,0,88,30,"chr6","2125431","2133824"
"rpsa",51954,37328,51133,188683,111564,209751,64274,46831,35184,69715,88133,71785,222393,166660,221319,"chr6","7713343","7720332"
"kif5c",1826,1638,2829,1973,1789,3126,1367,311,586,5616,5331,3984,2272,1341,3095,"chr9","23185615","23217196"
"fev",18,4,9,49,0,0,4,0,0,21,0,44,0,0,0,"chr9","11548233","11550711"
"si:dkey-43k4.3",139,16,102,150,191,144,82,48,87,67,110,90,0,130,160,"chr6","21576164","21582444"
"tmem168a",505,681,1134,1461,1036,1077,496,161,300,910,1148,895,1504,452,1106,"chr4","6736797","6749345"
"dll4",411,524,570,1466,749,810,621,194,318,868,1233,704,340,513,1354,"chr20","28245295","28254011"
"fes",665,716,727,2161,1783,2301,674,369,438,1084,1479,1387,2123,679,2047,"chr7","14211322","14266109"
"mfng",80,57,95,0,62,28,124,64,36,125,187,127,101,0,188,"chr22","15251527","15280613"
"aimp1a",1713,1419,1213,5042,2916,6120,1599,1059,1114,2109,3104,2882,4592,3363,6123,"chr1","50293979","50319654"
"tead1a",31,50,72,23,8,0,6,53,27,128,120,106,0,0,25,"chr25","16356116","16431599"
"epha2a",182,190,204,635,523,478,260,10,70,399,662,699,312,457,643,"chr6","45874595","45905700"
"scube2",333,246,341,997,576,820,221,256,194,566,810,741,919,460,1334,"chr7","28569266","28611116"
"rargb",0,5,0,9,0,32,0,0,0,11,22,20,0,0,75,"chr11","2089486","2096468"
"rarga",2163,2269,3035,5672,3872,10000,2156,1079,1038,4799,4548,4544,5704,4620,7593,"chr23","35918530","35963734"
"chchd1",569,588,657,584,705,297,675,278,488,934,914,454,352,278,404,"chr13","21768474","21776678"
"chchd7",232,401,367,172,526,192,490,252,352,563,665,448,140,129,286,"chr7","58720601","58729894"
"clasp1a",9163,8399,12668,22351,17066,25357,4445,1924,2600,18874,19222,14320,12939,11897,20664,"chr9","38168012","38291456"
"fez1",18620,14995,19721,26829,22462,39734,12288,7608,8322,38438,35935,32649,30371,18547,29317,"chr10","31738495","31782616"
"pcca",734,427,703,918,1029,1079,508,194,253,1921,1216,1146,743,656,1425,"chr1","29862085","29953746"
"dnajb13",16,98,82,121,36,43,26,28,36,56,82,40,185,0,44,"chr10","36673399","36682500"
"tnmd",0,0,8,0,0,0,16,0,0,12,0,49,0,0,0,"chr14","40641731","40720357"
"urad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr24_KZ115708v1_alt|chr24","356348|21687276","358220|21689146"
"dnajb14",641,585,896,701,578,315,612,304,466,957,1119,712,148,269,759,"chr1","27868304","27894021"
"sh3bp4a",200,148,212,526,318,335,193,103,52,637,747,554,438,115,905,"chr22","13886892","13942575"
"rab3ab",333,310,370,620,396,952,133,216,151,2859,2226,2049,116,413,283,"chr11","6819049","6850590"
"rab3aa",296,133,262,327,349,286,161,94,144,560,568,548,201,121,252,"chr2_KZ115041v1_alt|chr2","280020|24868071","290608|24878659"
"barhl1b",2669,1368,2111,6699,4809,4180,2205,485,429,6125,4366,6340,3230,7181,6875,"chr21","17478694","17482422"
"barhl1a",3951,2713,4410,8497,4938,7046,2382,2500,1449,1755,903,2305,4835,8087,4848,"chr5","29746356","29750497"
"zp3d.2",0,0,16,0,0,0,12,0,0,0,0,21,0,0,0,"chr16","42048362","42056137"
"zp3d.1",45,107,45,0,42,48,48,0,24,57,36,16,0,138,16,"chr16","42057998","42066617"
"rps7",28827,18901,25259,76216,44897,83819,30850,16612,17920,25432,35819,32734,72056,64002,88742,"chr20","30372352","30376433"
"rps6",23565,15704,25446,90271,47812,98049,27318,19691,13532,30352,40602,35477,93474,74399,124242,"chr1","45043767","45049561"
"rps5",23044,18000,23178,72726,47573,83501,28297,18485,16037,28615,38879,32178,72933,69549,90279,"chr15","39964943","39971699"
"si:dkey-192p21.6",5,0,4,0,0,0,0,0,0,8,0,40,0,0,0,"chr13","25642107","25719593"
"pfdn2",149,101,147,276,178,81,81,131,76,351,247,240,0,151,129,"chr7_KZ115209v1_alt|chr7","28170|7477399","44513|7493741"
"rps2",51553,34377,48486,171958,100971,173366,59107,42548,30286,56802,83482,68345,147772,134040,184373,"chr3","18399317","18403177"
"wtip",73,28,12,37,74,12,24,0,0,117,186,138,44,0,0,"chr18","438263","494606"
"rps9",25063,17967,22498,80047,49724,91924,26287,16271,14794,27185,40182,36240,73484,71216,98134,"chr16","31922064","31924653"
"tat",17,0,0,0,10,32,0,0,0,0,4,0,0,0,0,"chr18_KZ115548v1_alt","150189","166902"
"capn5a",0,0,0,0,0,0,5,0,0,8,25,12,0,80,0,"chr18","3476511","3527686"
"hmgb3b",1927,1568,2107,1867,3124,2857,1556,935,1256,6058,4668,3679,1780,1685,3149,"chr21","34119789","34129776"
"plxna3",1228,1102,2404,2791,3583,3845,1048,557,623,8056,7521,6346,2900,2039,4334,"chr8","9222943","9570377"
"tac1",1566,530,1386,1759,1168,2050,535,316,379,3607,2904,2342,925,733,2401,"chr19","25649622","25653246"
"tac4",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"chr3","34623564","34624692"
"adat3",161,127,181,105,253,214,84,37,172,275,320,170,0,132,132,"chr9","41035925","41040492"
"adat2",18,7,16,0,88,47,11,25,16,185,114,85,0,122,66,"chr20","37733753","37760412"
"xpnpep1",2433,2278,3425,5961,3665,5853,2070,1474,1596,3444,4673,2733,3637,3219,5590,"chr22","27092469","27115219"
"pcdh1a4",3818,950,3352,9316,0,7047,0,3134,888,3215,1344,1896,11156,11386,5584,"chr10","21563986","21648767"
"mrnip",0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,"chr14","16771410","16775187"
"sycp3",223,120,108,103,256,16,31,0,14,18,13,114,0,0,0,"chr25","19578048","19584987"
"sycp1",20,0,0,0,16,0,9,0,0,3,20,4,0,0,0,"chr6","49052735","49061219"
"znfl1g",2,0,25,1,0,0,0,0,0,0,0,2,0,0,0,"chr13","45332203","45335350"
"eif4g1a",3774,3609,4680,9222,8209,9658,2921,1637,1692,7052,9352,7726,7537,4901,9272,"chr2","16798653","16838068"
"llgl2",928,943,1361,3452,2311,2848,858,479,367,2377,2897,2394,1794,1967,3413,"chr12","33738361","33788952"
"znfl1b",0,7,23,0,4,4,0,0,0,0,9,12,0,0,10,"chr9","15837398","15841997"
"llgl1",236,138,490,763,767,960,197,71,221,1164,1299,994,196,272,1038,"chr3","39975249","40054615"
"bmi1b",1832,1811,2233,2017,2362,2360,1379,1022,1030,2428,2502,2129,1631,1891,2185,"chr2","21164934","21170269"
"rnpepl1",116,88,136,48,102,32,453,28,153,496,353,229,136,107,256,"chr18","45862414","45887894"
"zgc:91860",5858,4136,5189,4359,6397,4739,2899,1494,3296,13365,8524,11248,5738,3270,3973,"chr18","17428529","17461670"
"hykk.2",0,0,44,0,4,0,0,0,0,119,77,46,0,0,0,"chr22","35516684","35527139"
"chrd",79,228,63,429,301,660,129,82,72,99,287,175,386,375,439,"chr15","46791703","46828902"
"dcaf7",3365,2166,3094,6994,5198,6752,2178,918,1179,9972,9628,8633,5804,4455,9475,"chr3","31717509","31726948"
"dcaf6",1188,1050,1212,2012,1404,2746,934,310,376,2739,3403,2435,1055,1924,2901,"chr9","34166334","34218994"
"dcaf5",1952,2700,3054,6624,4878,5828,2216,1126,1568,3467,4409,3377,7100,5237,6878,"chr13","36409321","36438909"
"mybbp1a",2365,2494,2602,3670,2667,5572,2265,1639,1997,3057,3290,3201,3290,2610,3763,"chr5","8712798","8765400"
"nxnl1",0,0,0,0,0,0,8,7,0,3,6,0,0,0,0,"chr1","58006497","58009216"
"cx27.5",399,298,411,304,312,310,639,115,128,676,749,723,426,399,1826,"chr5","23622177","23628071"
"nxnl2",108,24,8,8,4,25,29,51,8,79,68,62,68,49,148,"chr10","2582254","2585883"
"lmo4a",68,104,140,104,121,56,70,19,51,221,96,55,62,114,113,"chr5_KZ115124v1_alt|chr5","24454|32924669","46037|32946252"
"zgc:162608",42,38,34,118,50,20,41,17,40,54,68,51,0,16,15,"chr15","21875549","21877860"
"lmo4b",4506,3493,5506,11332,13034,8048,2933,2796,2121,11312,14258,7172,6614,4317,10536,"chr6","25933736","25952874"
"h2ax",1051,1351,1155,3752,2690,4570,990,505,582,1855,2323,3605,3108,2950,5397,"chr5","30534702","30535318"
"c19h1orf109",303,169,292,483,370,702,257,125,138,470,583,305,618,395,363,"chr19","47783137","47787275"
"pmm2",58,24,62,0,93,52,50,40,33,152,110,67,0,60,0,"chr1","9860381","9866608"
"cd7al",6,35,99,40,4,0,25,0,11,20,19,14,0,0,0,"chr6_KZ115174v1_alt","126600","132542"
"cdk17",16,0,46,27,26,0,19,0,10,33,37,59,0,24,13,"chr4_KZ115085v1_alt|chr4","279550|7718966","372509|7811925"
"nfybb",229,263,128,256,666,542,177,273,173,743,828,755,189,358,474,"chr25","28823960","28846623"
"nfyba",4366,4408,5232,8901,6233,10751,3909,2227,2876,6794,6714,6504,5911,5822,8251,"chr4","9178012","9183602"
"tlcd5a",908,832,1065,1692,1276,1515,749,399,510,1664,1549,1199,1519,1068,1516,"chr15","22435460","22444746"
"tlcd5b",10,34,10,0,14,0,10,0,0,2,27,13,0,80,0,"chr5","58836354","58840893"
"pkn1b",15341,13133,14687,28527,19404,43326,14281,10669,9164,13624,14035,17634,26541,26744,20538,"chr3","5778498","5875112"
"zc3h11a",12952,15297,19082,31797,22953,33948,11535,5385,5506,22757,24202,21923,22928,21783,30544,"chr11","24034345","24044316"
"LOC556326",0,9,0,0,0,0,0,0,0,39,49,4,0,0,0,"chr10","13305623","13396693"
"hsd11b2",481,389,485,578,261,443,141,44,60,733,1029,727,223,100,709,"chr7","35112058","35126343"
"si:dkey-10f21.4",133,263,237,252,315,432,130,96,163,302,510,576,144,156,106,"chr2","15035091","15041848"
"si:ch211-107n13.1",12,0,32,0,10,44,4,0,9,96,137,67,0,0,41,"chr16","51371174","51407525"
"dctpp1",70,32,80,441,174,193,32,61,62,246,128,555,77,157,526,"chr1_KZ114841v1_alt","263371","264694"
"si:dkey-177p2.6",144,118,259,287,251,202,100,44,109,888,991,831,512,24,409,"chr20","26947904","26959936"
"zgc:153169",115,87,201,63,175,36,96,105,111,317,248,187,0,67,0,"chr13","24396691","24402100"
"ahcy",836,258,602,1271,1141,1353,837,238,314,1795,1470,1117,1057,442,2046,"chr6","49926115","49966288"
"gsdmeb",128,55,144,36,88,0,174,73,60,399,289,126,81,32,84,"chr16","21425154","21441226"
"tmx2a",9,8,4,0,20,0,3,7,0,56,0,6,0,0,0,"chr14_KZ115441v1_alt|chr14","295756|22113737","302410|22120391"
"tmx2b",583,254,458,507,682,281,473,96,305,1773,2286,1679,309,459,891,"chr1","44570195","44581937"
"adrb3a",80,34,136,122,128,207,295,179,47,452,286,103,0,121,176,"chr8","37700189","37738751"
"adrb3b",0,0,0,0,0,0,13,0,0,0,0,0,0,0,28,"chr10","41199727","41214511"
"trpm1b",9,10,52,104,58,80,26,0,0,86,84,60,0,100,86,"chr25","34576067","34594542"
"rragcb",127,74,75,112,73,51,8,54,96,299,305,257,74,20,278,"chr19","4126905","4137087"
"rragca",43,91,5,0,15,0,120,0,137,52,101,136,0,76,0,"chr16_KZ115502v1_alt","183491","197057"
"trpm1a",14,27,26,4,18,55,11,16,12,29,107,43,20,47,130,"chr7|chr7_KZ114891v1_alt","29313320|19755","29341235|46919"
"zgc:158846",28,31,86,314,24,0,16,86,58,36,87,32,60,0,0,"chr6_KZ115198v1_alt","203096","210540"
"tnfaip2a",914,4284,4085,498,2873,453,3107,573,2362,5443,982,2196,553,2957,532,"chr20","18661632","18685108"
"mafk",9,9,4,0,0,0,0,0,0,42,32,16,0,0,44,"chr3","42964046","42981739"
"sart3",2460,1938,3143,4837,4194,7064,1930,1053,942,8391,8261,6631,3693,3645,6899,"chr5","20453961","20481388"
"mafa",162,170,134,428,244,215,159,176,76,282,237,260,312,244,779,"chr18","29402612","29405644"
"sart1",7020,6448,8250,14638,10385,14496,6674,4283,5234,12530,14171,11369,11243,7860,12661,"chr21","27302799","27324773"
"mtnr1al",13,0,0,0,32,0,0,0,0,48,83,40,69,0,93,"chr14","26075857","26094086"
"maff",632,484,662,787,945,926,681,280,480,1257,1215,925,418,823,1674,"chr12|chr12_KZ114926v1_alt","19340790|576643","19346647|582500"
"cnn1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr1","52214895","52222989"
"zgc:136472",17,113,0,0,32,16,36,42,34,22,64,58,0,75,0,"chr1|chr1_KZ114998v1_alt","9234928|335065","9249957|349624"
"abcf1",5748,5157,4854,11480,8157,14651,5363,4140,4989,7118,9410,7794,8366,7106,9542,"chr19","30428898","30447637"
"pdzd3b",40,8,60,186,22,36,0,0,8,51,54,26,0,60,0,"chr5","30680804","30697612"
"chek2",44,77,25,13,82,357,48,143,28,36,124,82,105,0,255,"chr5_KZ115103v1_alt|chr5","195199|10055993","223751|10082226"
"zgc:194887",39,5,5,64,46,118,0,0,5,24,54,0,0,0,0,"chr17","450958","456458"
"chek1",48,58,32,0,36,64,24,36,16,26,27,22,0,68,91,"chr21","22558187","22565175"
"ruvbl1",2244,2196,2007,3533,2901,3845,1698,1307,1294,3309,2831,2654,1842,2442,2152,"chr6","40832635","40841027"
"zgc:153311",0,0,12,0,5,0,4,21,0,52,8,0,137,53,128,"chr6","30484003","30485009"
"ruvbl2",4,0,4,0,9,0,0,10,2,12,6,2219,2050,1907,2829,"chr5_KZ115120v1_alt|chr5","41275|30759232","52847|30770804"
"maf1",1075,721,1290,1266,1767,1387,841,366,305,3854,3473,2695,1052,580,1068,"chr11","24046179","24056609"
"sgo1",68,79,29,20,57,148,8,8,28,44,71,86,0,16,206,"chr19","48351648","48363423"
"cldn2",80,9,78,684,82,567,71,41,4,42,135,66,151,187,64,"chr21","38002879","38009507"
"zgc:113210",376,492,371,351,286,548,251,125,231,600,703,375,755,168,456,"chr3","52647144","52661197"
"si:dkey-276j7.1",6692,4436,5894,8157,7088,7826,4212,2700,3238,15581,12186,9639,5806,4351,8494,"chr6","12299184","12314488"
"etf1b",1433,1233,1350,1151,1297,976,1280,844,1046,1807,2194,1561,830,441,958,"chr10|chr10_KZ115318v1_alt","21434720|297507","21443771|306558"
"cyp2v1",0,47,17,0,38,0,23,16,28,255,16,98,0,0,117,"chr20","25552057","25558413"
"gcfc2",741,590,901,975,759,1040,432,203,195,1297,1107,1022,269,353,1336,"chr17","32531934","32551259"
"zgc:198371",90,85,116,129,185,147,53,32,72,315,427,276,228,195,282,"chr23|chr23_KZ115695v1_alt","30859086|590475","30890904|622293"
"rbl1",472,215,323,426,310,611,186,50,97,512,469,481,331,219,423,"chr6","51549203","51573975"
"gins2",28,17,28,0,0,0,9,0,0,8,12,12,0,0,215,"chr18","30481031","30499456"
"mink1",1623,1127,1903,1430,2594,1492,1220,446,1055,5976,5219,3377,686,858,1268,"chr5_KZ115134v1_alt|chr5","37050|38301906","119898|38384755"
"bgna",56,25,60,25,60,16,88,25,24,38,92,84,0,40,83,"chr8","14104496","14126634"
"ppap2d",55,45,62,68,72,29,118,27,49,219,233,160,84,27,55,"chr3|chr3_KZ115078v1_alt","47322494|27267","47387381|92876"
"ddi2",1235,1679,1876,2214,2541,2045,1228,402,694,3447,3085,3159,1421,1662,2956,"chr6","40554631","40563483"
"gins4",111,7,126,0,24,159,70,16,22,98,151,81,0,159,104,"chr8","52415614","52431522"
"fam91a1",289,286,335,582,430,645,271,176,213,674,661,588,501,536,983,"chr19_KZ115593v1_alt|chr19","236853|33093395","281178|33137720"
"zbtb12.1",106,84,124,59,108,52,51,11,9,291,417,306,0,100,164,"chr19","26937543","26943936"
"zbtb12.2",455,224,226,793,516,753,191,115,109,1109,1213,932,522,282,1149,"chr19","26957369","26964318"
"ccnd2a",362,616,526,1448,904,1790,1052,503,862,678,625,445,1087,898,1018,"chr25","16973945","16987004"
"ccnd2b",0,0,0,0,0,49,0,5,0,21,52,38,0,0,0,"chr4","5133014","5148760"
"paxx",134,162,279,136,148,189,172,80,219,276,188,137,191,107,56,"chr5","25084410","25087189"
"arhgap11a",32,10,27,45,26,0,63,0,8,69,57,46,91,0,0,"chr17","92784","114113"
"mapk3",2091,1322,2095,4075,3290,4108,1697,1142,1105,7763,6453,5587,2610,2914,3302,"chr3","26211974","26222308"
"mapk1",70,27,92,62,55,63,19,13,17,254,158,254,14,75,0,"chr5_KZ115106v1_alt|chr5","285921|13104856","348184|13167120"
"mapk6",4041,1999,4578,7349,5421,6872,1658,895,812,15417,17709,15451,4948,2816,10181,"chr18","39173266","39186258"
"mapk7",1161,2045,1404,2163,1356,2581,868,408,752,1726,2612,1735,2310,1680,1714,"chr12","4225199","4238827"
"mapk4",363,184,405,284,59,152,46,97,71,801,798,223,126,6,102,"chr8_KZ114899v1_alt","234804","259593"
"slc26a4",5,25,33,0,32,3,0,0,3,39,13,9,0,24,44,"chr4","18782539","18796903"
"tprg1",0,0,8,0,8,17,2,0,12,6,0,0,0,0,0,"chr6_KZ115183v1_alt|chr6","98641|28752973","135986|28790318"
"crx",2,0,0,0,0,0,0,66,0,0,0,0,0,0,0,"chr5","36932741","36936399"
"gle1",991,799,1038,3090,1548,2660,758,602,478,1489,1826,1606,3729,2277,3116,"chr8","2543525","2571550"
"st6gal2a",771,642,741,1349,978,1460,486,139,322,3579,3734,2833,756,766,2021,"chr9","6082793","6123800"
"zgc:171459",327,240,235,363,502,574,276,227,199,408,373,293,414,211,659,"chr25","19666621","19668182"
"st6gal2b",80,16,22,0,59,30,25,58,9,179,326,263,0,71,80,"chr6","15437554","15470912"
"rpl29",7116,7178,8594,35683,19014,36844,9400,7205,5835,7883,10475,10693,25273,28347,26867,"chr11","1396300","1400664"
"rpl28",21546,19188,21416,81679,46767,89936,27543,21648,17252,20798,29488,27317,83025,74086,86418,"chr16","51885380","51889734"
"sp9",247,250,325,3969,2269,2858,255,71,151,1045,1462,436,1279,1171,2559,"chr9","2591966","2594394"
"lmod2a",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"chr25|chr25_KZ115744v1_alt","27816130|231356","27819838|235064"
"zgc:171452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr1","56463494","56468603"
"rpl26",30322,23243,26191,122368,68130,141742,36433,23345,20659,36643,47476,41873,125466,110871,129853,"chr14","52563860","52568373"
"rpl21",300,0,2782,64,3863,8311,16,0,414,1925,18,613,7542,0,0,"chr24_KZ115708v1_alt|chr24","292294|21621701","296145|21625521"
"ric8a",3762,2610,3386,6802,5271,7636,2291,1588,1177,6809,6079,5866,3852,4289,5328,"chr25","10459126","10483225"
"rpl23",20240,14752,21758,61069,41969,72263,24893,15783,15288,22099,28731,27133,69866,57951,70170,"chr3","33423986","33427583"
"rpl22",16731,14049,18764,42844,30689,43729,22739,15510,14600,15153,20626,17301,43997,36624,41651,"chr11","29652671","29657870"
"si:ch211-137a8.2",23,4,11,99,76,41,44,0,20,37,43,23,0,64,24,"chr15","29024922","29071870"
"bag3",722,570,999,1752,1229,1569,494,256,242,2365,2081,1583,1440,370,1628,"chr13","25486696","25498655"
"ipo8",12975,2902,3072,23542,30017,31614,1583,3047,3502,3784,19567,26882,4424,12389,28415,"chr4","9360745","9388823"
"ipo9",192,356,342,658,340,82,154,142,23,91,607,725,1084,237,328,"chr11|chr11_KZ115358v1_alt","24851671|33281","24875427|56363"
"ipo7",3933,3464,4089,6467,5109,8365,3942,1592,2364,9751,9053,8312,6788,4019,7869,"chr7","65121917","65174007"
"mnx2b",0,0,0,25,0,0,0,0,10,19,8,46,0,0,0,"chr1","5449777","5455502"
"or126-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","5177786","5178730"
"adprs",877,943,876,2756,1553,2743,669,660,584,823,1169,1411,2373,1934,2156,"chr17|chr17_KZ115534v1_alt","31611863|513949","31619274|521360"
"cntd2",165,134,198,699,802,502,118,0,25,287,436,395,624,365,628,"chr18","40698550","40708537"
"irx3a",1686,1959,1774,3757,2576,3617,1284,1060,933,3427,3557,3210,2733,1888,4782,"chr7","36041491","36044827"
"or126-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr15","5190572","5191507"
"dhrs9",250,340,338,647,652,567,364,345,185,558,724,417,354,440,1113,"chr9","48706039","48736182"
"dhrs7",366,281,447,637,771,670,315,183,148,1577,1471,1326,700,669,1084,"chr13","31536710","31544283"
"dhrs4",1324,1960,349,4548,1971,898,1556,489,771,1041,1354,1104,2687,1703,2224,"chr7","24041488","24047042"
"pum3",826,1101,685,1599,920,1936,1041,380,552,1153,1394,924,1768,1206,1084,"chr10","15321522","15340412"
"dhrs1",141,109,60,312,141,119,53,83,379,500,163,43,4,0,0,"chr2_KZ115043v1_alt","305336","313447"
